WKT,U_ID,Name of organis,Floor levels t,Description of 1,Type of associ,Goods access,Organisation w,Street name eg,Street number,Postcode incl,Unit number i,Internal photo,External photo,Source,Category plus,Wmt sector,Branch status,Premises,Manufacturing making,Repair,Creative industrial,Building construction repair,Wholesale distribution,Level,Sector
"MULTIPOLYGON (((532962.327905074 177454.381910466,532966.038241582 177458.184863029,532963.079440539 177461.143664072,532959.370009115 177457.555151478,532962.327905074 177454.381910466)))",78,Nick Goss,,Artist,,,,,,,,,,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G,Manufacturing
"MULTIPOLYGON (((532958.82373559 177450.293712735,532962.327905074 177454.381910466,532955.805738843 177461.37891295,532951.733822057 177456.876665654,532958.82373559 177450.293712735)))",79,Shaun Gladwell,,Artist,,,,,,,,,,Cities,Artisan / art production,,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G,Manufacturing
"MULTIPOLYGON (((532952.816587904 177449.626251881,532950.807736971 177451.623573545,532951.971757267 177452.863151871,532953.819484892 177450.835627661,532952.816587904 177449.626251881)))",80,Jamie George,,Artist,,,,,,,,,,Cities,Artisan / art production,,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G,Manufacturing
"MULTIPOLYGON (((532955.725403593 177453.1705001,532951.733822057 177456.876665654,532950.014053616 177455.011353531,532953.819484892 177450.835627661,532955.725403593 177453.1705001)))",81,Laura Eldret,,Artist,,,,,,,,,,Cities,Artisan / art production,,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G,Manufacturing
"MULTIPOLYGON (((532955.73672914 177446.956408465,532958.82373559 177450.293712735,532955.725403593 177453.1705001,532952.816587904 177449.626251881,532955.73672914 177446.956408465)))",82,Howard Dyke,,Artist,,,,,,,,,,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G,Manufacturing
"MULTIPOLYGON (((532950.230177094 177446.872975858,532945.963808448 177450.618336869,532948.764035076 177453.655546154,532952.816587904 177449.626251881,532950.230177094 177446.872975858)))",83,Ben Deakin,,Artist,,,,,,,,,,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G,Manufacturing
"MULTIPOLYGON (((532953.066885724 177444.286565048,532950.230177094 177446.872975858,532952.816587904 177449.626251881,532955.73672914 177446.956408465,532953.066885724 177444.286565048)))",84,Mahal De Man,,Artist,,,,,,,,,,Cities,Artisan / art production,,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G,Manufacturing
"MULTIPOLYGON (((532967.851375825 177464.270558291,532962.63 177468.83,532961.242313429 177467.314850858,532966.470009522 177462.645883656,532967.851375825 177464.270558291)))",85,Chris Daniels,,Artist,,,,,,,,,,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G,Manufacturing
"MULTIPOLYGON (((532968.780497359 177458.361305552,532965.331478918 177461.306816828,532967.851375825 177464.270558291,532971.463632967 177461.116241032,532968.780497359 177458.361305552)))",86,Marcus Cope,,Artist,,,,,,,,,,Cities,Artisan / art production,,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G,Manufacturing
"MULTIPOLYGON (((532957.321948669 177445.621486756,532954.485240039 177442.534480306,532957.655679096 177439.280608643,532960.321160087 177442.517719206,532957.321948669 177445.621486756)))",87,Sonia Boyce,,Artist,,,,,,,,,,Cities,Artisan / art production,,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G,Manufacturing
"MULTIPOLYGON (((532960.575820332 177449.375954061,532957.321948669 177445.621486756,532961.245878703 177441.560763783,532964.600862141 177445.745146128,532960.575820332 177449.375954061)))",88,,,Vacant,,,,,,,,,,Cities,Vacant industrial,Vacant,Vacant industrial,Industrial in predominantly industrial premises,no,no,no,no,no,G,Vacant Industrial
"MULTIPOLYGON (((532964.163422423 177453.380719185,532960.575820332 177449.375954061,532965.263875985 177445.147071366,532968.693537306 177449.152175774,532964.163422423 177453.380719185)))",89,Andrew Bick,,Artist,,,,,,,,,,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G,Manufacturing
"MULTIPOLYGON (((532975.905592587 177450.206961112,532967.667591907 177457.218619096,532964.163422423 177453.380719185,532972.108793449 177445.964274531,532975.905592587 177450.206961112)))",90,David Austen,,Artist,,,,,,,,,,Cities,Artisan / art production,,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G,Manufacturing
"MULTIPOLYGON (((532979.3 177454.0,532971.463632967 177461.116241032,532967.667591907 177457.218619096,532975.905592587 177450.206961112,532979.3 177454.0)))",91,Tonico Auad,,Artist,,,,,,,,,,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G,Manufacturing
"MULTIPOLYGON (((532960 177439,532968.693537306 177449.152175774,532972.108793449 177445.964274531,532963.15 177435.9,532960 177439)))",92,Mike Armitage,,Artist,,,,,,,,,,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G,Manufacturing
"MULTIPOLYGON (((532952.224146868 177440.295821237,532956.89106832 177435.710549706,532952.25 177430.800000001,532947.94965258 177434.782587758,532952.224146868 177440.295821237)))",93,Frank Ammerlaan,,Artist,,,,,,,,,,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G,Manufacturing
"MULTIPOLYGON (((533782.124022724 174944.506384642,533784.51 174944.528000001,533784.51 174944.528000001,533785.536 174944.512,533785.477 174940.468,533782.066 174940.517000001,533782.124022724 174944.506384642)))",94,Arbnor Ltd,,Property Renovation & Extension Specialists,,,,,,,,,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=e942ed04-ae06-439b-9e4c-e9db99ff3603_1569942260.jpg,Cities,"Bespoke fabrication, construction",,Stand alone (industrial),Industrial in mixed use premises,yes,yes,no,yes,no,G,Manufacturing
"MULTIPOLYGON (((533745.6 174833.550000001,533753.681725955 174833.104210846,533748.8 174817.65,533741.199916983 174819.799740625,533745.6 174833.550000001)))",95,,,Unidentifiable,,,,,,,,,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=04086cf2-1161-4671-a11c-f6293d7d497a_1569941045.jpg,Cities,Unknown,,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,G,n/a
"MULTIPOLYGON (((534073.15 174571.949999999,534079.301 174570.101,534078.9 174567.449999999,534072.8 174568.25,534073.15 174571.949999999)))",96,Standage Building & Refurbishment Contractors,,Builders,,,,Silvester Road,57a,SE22 9PF,,,,Cities,"Vehicle / equipment depot, construction related",G Construction,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,yes,no,G,Transportation and Storage
"MULTIPOLYGON (((535086.492312583 176971.759611693,535089.297680466 176979.07411678,535102.211785072 176973.916153459,535099.89857341 176966.818923771,535086.492312583 176971.759611693)))",97,Bruno Romanelli,Ground Floor,Glass Artist,Unit has use of operational yard,"Level access to ground floor (e.g. items can be wheeled in), Loading from vehicles in yard used",,Station Passage,,SE15 2JR,"12.0",,,Cities,Artisan / art production,,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G,Manufacturing
"MULTIPOLYGON (((534473.8 176935.550000001,534474.942716059 176941.107755379,534472.245680974 176941.576468305,534471.378560923 176935.917872388,534473.8 176935.550000001)))",98,Robbie Fife,,Artist,,,,,,,,,,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G,Manufacturing
"MULTIPOLYGON (((534473.4 176935.6,534469.346585378 176936.378683411,534468.567233616 176930.689329711,534472.3 176930.1,534473.4 176935.6)))",99,Work-Form,,Graphic Designers,,,,,,,,,,Cities,Fully / predominantly non-industrial other than housing,,[non-industrial],Not industrial,no,no,no,no,no,G,n/a
"MULTIPOLYGON (((534473.258117663 176946.992225554,534475.6 176946.550000001,534476.0 176946.25,534474.942716059 176941.107755379,534472.245680974 176941.576468305,534473.258117663 176946.992225554)))",100,Fran Meana,,Artist,,,,,,,,,,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G,Manufacturing
"MULTIPOLYGON (((534468.652533185 176936.536080434,534471.378560923 176935.917872388,534472.245680974 176941.576468305,534469.550820132 176942.325040761,534468.652533185 176936.536080434)))",101,Jon Kipps,,Artist,,,,,,,,,,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G,Manufacturing
"MULTIPOLYGON (((534470.565049393 176947.500766733,534473.258117663 176946.992225554,534472.245680974 176941.576468305,534469.550820132 176942.325040761,534470.565049393 176947.500766733)))",102,Edgar-Walker,,Artist,,,,,,,,,,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G,Manufacturing
"MULTIPOLYGON (((534466.506625478 176942.873993895,534469.550820132 176942.325040761,534468.652533185 176936.536080434,534465.807957852 176937.134938399,534466.506625478 176942.873993895)))",103,Rosalind Wilson,,Artist,,,,,,,,,,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G,Manufacturing
"MULTIPOLYGON (((534466.506625478 176942.873993895,534469.550820132 176942.325040761,534470.565049393 176947.500766733,534467.468289924 176948.085538285,534466.506625478 176942.873993895)))",104,Katja Larsson,,Artist,,,,,,,,,,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G,Manufacturing
"MULTIPOLYGON (((534463.362621162 176943.52275669,534462.494643841 176937.800258952,534465.807957852 176937.134938399,534466.506625478 176942.873993895,534463.362621162 176943.52275669)))",105,Lea Collet,,Artist,,,,,,,,,,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G,Manufacturing
"MULTIPOLYGON (((534464.266058036 176948.690226551,534463.362621162 176943.52275669,534466.506625478 176942.873993895,534467.468289924 176948.085538285,534464.266058036 176948.690226551)))",106,Natalia Janula,,Artist,,,,,,,,,,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G,Manufacturing
"MULTIPOLYGON (((534459.8 176944.244000001,534458.723 176938.687999999,534462.494643841 176937.800258952,534463.362621162 176943.52275669,534459.8 176944.244000001)))",107,Ruaidhri Ryan,,Artist,,,,,,,,,,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G,Manufacturing
"MULTIPOLYGON (((534460.788 176949.346999999,534459.8 176944.244000001,534463.362621162 176943.52275669,534464.266058036 176948.690226551,534460.788 176949.346999999)))",108,George Morris,,Artist,,,,,,,,,,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G,Manufacturing
"MULTIPOLYGON (((534461.715821041 176937.983572382,534465.169213702 176937.263199593,534464.197831352 176931.379044993,534460.633130219 176931.941784839,534461.715821041 176937.983572382)))",109,Rutie Borthwick,,Artist,,,,,,,,,,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G,Manufacturing
"MULTIPOLYGON (((534458.723 176938.687999999,534461.715821041 176937.983572382,534460.633130219 176931.941784839,534457.504079996 176932.435750861,534458.723 176938.687999999)))",110,Angus Mccrum,,Artist,,,,,,,,,,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G,Manufacturing
"MULTIPOLYGON (((534455.493 176939.313999999,534458.723 176938.687999999,534457.504079996 176932.435750861,534454.261 176932.948000001,534455.493 176939.313999999)))",111,Charlie Godet Thomas,,Artist,,,,,,,,,,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G,Manufacturing
"MULTIPOLYGON (((534458.723 176938.687999999,534465.169213702 176937.263199593,534464.197850746 176931.379168528,534457.504079996 176932.435750861,534458.723 176938.687999999)))",112,Chan Brisco Architects,,Architecture Practice,,,,,,,,,,Cities,Fully / predominantly non-industrial other than housing,M Services: professional,[non-industrial],Not industrial,no,no,yes,yes,no,G,n/a
"MULTIPOLYGON (((534455.493 176939.313999999,534458.723 176938.687999999,534457.504079996 176932.435750861,534454.261 176932.948000001,534455.493 176939.313999999)))",113,Charlie Thorne,,Director & Photographer,,,,,,,,,,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in mixed use premises,no,no,no,no,no,G,Manufacturing
"MULTIPOLYGON (((534766.05 174483.0,534769.9 174478.9,534756.74 174465.16,534754.85 174467.050000001,534758.95 174471.25,534756.65 174473.5,534766.05 174483.0)))",114,Rye Park Dry Cleaners,Ground Floor,Dry Cleaners,No associated yard space,,,Forest Hill Road,"40",SE22 0RR,,,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=7da72ba7-600d-4585-b954-806943d2170a_1569939875.jpg,Cities,Laundry,N Services: other,Stand alone (industrial),Industrial in mixed use premises,no,no,no,no,no,G,Other Service Activities
"MULTIPOLYGON (((534384.493577487 175113.661360022,534392.840580654 175114.189014286,534392.45 175107.4,534384.191 175107.85,534384.493577487 175113.661360022)))",115,,,Fabricators,,,,,,,,,,Cities,"Bespoke fabrication, other",C Manufacture: other,Stand alone (industrial),Industrial in predominantly industrial premises,yes,yes,yes,no,no,G,Manufacturing
"MULTIPOLYGON (((534384.191 175107.85,534382.8 175104.699999999,534389.871 175101.807,534392.45 175107.4,534384.191 175107.85)))",116,,,Fabricators,,,,,,,,,,Cities,"Bespoke fabrication, other",C Manufacture: other,Stand alone (industrial),Industrial in predominantly industrial premises,yes,yes,yes,no,no,G,Manufacturing
