U id,Name of organis,Floor levels t,Description of 1,Type of associ,Goods access,Organisation w,Street name eg,Street number,Postcode incl,Unit number i,Internal photo,External photo,Source,Category plus,Wmt sector,Branch status,Premises,Manufacturing making,Repair,Creative industrial,Building construction repair,Wholesale distribution,Level
2894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
3101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
3104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
3105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
3106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
3107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
3108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
3112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
3129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
3114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
3115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
3116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
3126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
