U id,Name of organis,Floor levels t,Description of 1,Type of associ,Goods access,Organisation w,Street name eg,Street number,Postcode incl,Unit number i,Internal photo,External photo,Source,Category plus,Wmt sector,Branch status,Premises,Manufacturing making,Repair,Creative industrial,Building construction repair,Wholesale distribution,Level
25,Irina Razumovskaya,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,C Manufacture: other,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
84,Mahal De Man,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,NA,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
86,Marcus Cope,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,NA,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
13,Corey Bartle-Sanderson,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,NA,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
90,David Austen,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,NA,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
24,Ian Williamson,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,NA,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
80,Jamie George,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,NA,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
32,Jane Higginbottom,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,NA,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
42,Mark Jeffreys,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,NA,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
53,Rufus Gen,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,NA,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
79,Shaun Gladwell,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,NA,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
58,Steven Gee,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,NA,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
16,Daisy Billowes,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,NA,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
23,Holly Drewett,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,NA,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
26,James Barker,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,NA,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
34,Jonathan Halls,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,NA,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
57,Stef Murphy,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,NA,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
55,Simji Park,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,NA,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
30,James Brown,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,NA,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
81,Laura Eldret,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,NA,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
87,Sonia Boyce,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,NA,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
48,Nemo Nonnenmacher,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,NA,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
85,Chris Daniels,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G
14,Craig Lee,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G
82,Howard Dyke,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G
78,Nick Goss,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G
89,Andrew Bick,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G
35,Joshua Armitage,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G
83,Ben Deakin,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G
2,Alex Bartsch,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
36,Joshua Phillips,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
9,Ben Mcdonnell,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
3,Alex Edwards,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
12,Colin Barnes,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
17,Eleanor Bedlow,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
18,Elena Gileva,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
50,Paul Schneider,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
4,Amon Brown,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,C Manufacture: other,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
6,Angelica Bollettinari,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,C Manufacture: other,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
7,Avd Gallery,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,C Manufacture: other,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
8,Ben Grafton,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,C Manufacture: other,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
10,Benjamin Redgrove,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,C Manufacture: other,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
20,Fabio Almeida,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,C Manufacture: other,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
22,Gregory Williams,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,C Manufacture: other,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
28,Jack Mainwaring,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,C Manufacture: other,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
29,Jaclyn Pappalardo,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,C Manufacture: other,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
41,Maja Andreah,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,C Manufacture: other,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
43,Mark Connolly,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,C Manufacture: other,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
44,Martin Jackson,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,C Manufacture: other,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
46,Miguel Pacheco,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,C Manufacture: other,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
45,Millington Marriott,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,C Manufacture: other,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
51,Praktika Studio,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,C Manufacture: other,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
54,Samuel Kilcoyne,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,C Manufacture: other,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
56,South London Guide,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,C Manufacture: other,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
15,Dafne Salis,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
38,Livi Mills,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
759,Gill Rocca,Level 1,Artist / Landscape Painter,NA,NA,http://www.gillrocca.com/,Peckham Road,36 - 38,SE5 8QT,7.0,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=4b2b86b9-a477-4d22-a1e0-2d4989631053_1565713535.jpg,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,L1
758,Kiku Obata & Co,Level 1,Artist / Painter,NA,NA,NA,Peckham Road,36 - 38,SE5 8QT,7.0,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=c808ecf7-ac6c-44ec-82ec-aa87182ba1b7_1565713571.jpg,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,L1
751,NA,Level 1,Artist / Painter,NA,NA,NA,Peckham Road,36 - 38,SE5 8QT,7.0,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=d6dbc80f-30fe-4678-8ed6-0f675b6531a1_1565713416.jpg,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,L1
354,Barbara Wakefield,Ground Floor,Artist And Ceramist,Yard shared with others,"Level access to ground floor (e.g. items can be wheeled in), Loading from vehicles in yard used",www.barbarawakefield.co.uk,Iliffe Yard,NA,SE17 3QA,9.0,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=328807db-67f4-4252-b42f-446561184e05_1568199284.jpg,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
790,Wycliffe Stutchbury,Ground Floor,Artist And Furniture Maker,Yard shared with others,"Level access to ground floor (e.g. items can be wheeled in), Loading from vehicles in yard used",http://www.wycliffestutchbury.co.uk/,Peckham Road,36 - 38,SE5 8QT,1.0,NA,NA,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
1742,White Dark,"Ground Floor, Level 1",Artist Studio,"Unit has use of operational yard, Yard for own use only",Level access to ground floor (e.g. items can be wheeled in),NA,Farmers Road,230,SE5 0TW,NA,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=3e79366f-ad3e-4fea-b195-31cab11535c8_1562928416.jpg,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
1144,NA,Level 1,Artist Studio,NA,Goods lift access,NA,Clement Road,100,SE16 4DG,24.0,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=3f39b27c-a8cb-467d-a836-7c79f2b3bd8c_1564400714.jpg,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,L1
238,NA,NA,Artist Studio,Yard shared with others,Loading from vehicles in street used,NA,Canada Street,NA,SE16 7PJ,NA,NA,NA,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G
237,NA,NA,Artist Studio,Yard shared with others,Loading from vehicles in yard used,NA,Canada Street,NA,SE16 7PJ,NA,NA,NA,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G
236,NA,NA,Artist Studio,Yard shared with others,Loading from vehicles in yard used,NA,Canada Street,NA,SE16 7PJ,NA,NA,NA,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G
235,NA,NA,Artist Studio,Yard shared with others,Loading from vehicles in yard used,NA,Canada Street,NA,SE16 7PJ,NA,NA,NA,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G
234,NA,NA,Artist Studio,Yard for own use only,Loading from vehicles in yard used,NA,Canada Street,NA,SE16 7PJ,NA,NA,NA,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G
233,NA,NA,Artist Studio,Yard shared with others,Loading from vehicles in yard used,NA,Canada Street,NA,SE16 7pj,NA,NA,NA,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G
232,NA,NA,Artist Studio,Yard shared with others,Loading from vehicles in yard used,NA,Canada Street,NA,SE16 7pj,NA,NA,NA,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G
157,NA,NA,Artist Studio,No associated yard space,Goods lift access,NA,Thurlow Street,NA,SE17 2dg,NA,NA,NA,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G
158,NA,NA,Artist Studio,No associated yard space,Goods lift access,NA,Thurlow street,NA,SE17 2dg,NA,NA,NA,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G
159,NA,NA,Artist Studio,No associated yard space,Goods lift access,NA,Thurlow Street,NA,SE17 2dg,NA,NA,NA,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G
160,NA,NA,Artist Studio,No associated yard space,Goods lift access,NA,Thurlow Street,NA,Se17 2dg,NA,NA,NA,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G
161,NA,NA,Artist Studio,No associated yard space,Goods lift access,NA,Thurlow Street,NA,SE17 2dg,NA,NA,NA,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G
162,NA,NA,Artist Studio,No associated yard space,Goods lift access,NA,Thurlow Street,NA,SE17 2dg,NA,NA,NA,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G
167,NA,NA,Artist Studio,No associated yard space,Goods lift access,NA,Thurlow Street,NA,SE17 2DG,NA,NA,NA,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G
168,NA,NA,Artist Studio,No associated yard space,Goods lift access,NA,Thurlow Street,NA,SE17 2DG,NA,NA,NA,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G
169,NA,NA,Artist Studio,No associated yard space,Goods lift access,NA,Thurlow Street,NA,SE17 2DG,NA,NA,NA,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G
